2023-12-20 10:51:56.987 Środkowoeuropejski czas stand. | INFO      Error while fetching extended features from https://www.otomoto.pl/osobowe/oferta/abarth-595-abarth-595-pista-salon-polska-ID6FZuBe.html
2023-12-20 10:52:11.762 Środkowoeuropejski czas stand. | INFO      Start scrapping model: abarth
2023-12-20 10:52:13.062 Środkowoeuropejski czas stand. | INFO      Model has: 2 subpages
2023-12-20 10:52:13.066 Środkowoeuropejski czas stand. | INFO      Scrapping page: 1
2023-12-20 10:52:13.888 Środkowoeuropejski czas stand. | INFO      Found 32 links
2023-12-20 10:52:15.288 Środkowoeuropejski czas stand. | INFO      Error while fetching extended features from https://www.otomoto.pl/osobowe/oferta/abarth-grande-punto-iwl-salon-pl-biala-perla-ID6Fofmo.html
2023-12-20 10:52:16.337 Środkowoeuropejski czas stand. | INFO      Error while fetching extended features from https://www.otomoto.pl/osobowe/oferta/abarth-695-abatrth-695-esseesse-fv-ID6G4Cin.html
2023-12-20 10:52:18.258 Środkowoeuropejski czas stand. | INFO      Error while fetching extended features from https://www.otomoto.pl/osobowe/oferta/abarth-595-fiat-500-abarth-595-salon-polska-bezwypadkowy-automat-ID6G4hZO.html
2023-12-20 10:52:18.694 Środkowoeuropejski czas stand. | INFO      Error while fetching extended features from https://www.otomoto.pl/osobowe/oferta/abarth-595-abarth-595-pista-salon-polska-ID6FZuBe.html
2023-12-20 10:56:14.862 Środkowoeuropejski czas stand. | INFO      Start scrapping model: abarth
2023-12-20 10:56:16.366 Środkowoeuropejski czas stand. | INFO      Model has: 2 subpages
2023-12-20 10:56:16.370 Środkowoeuropejski czas stand. | INFO      Scrapping page: 1
2023-12-20 10:56:17.365 Środkowoeuropejski czas stand. | INFO      Found 32 links
2023-12-20 10:56:23.070 Środkowoeuropejski czas stand. | INFO      Scrapping page: 2
2023-12-20 10:56:24.010 Środkowoeuropejski czas stand. | INFO      Found 14 links
2023-12-20 10:56:27.127 Środkowoeuropejski czas stand. | INFO      End Scrapping model: abarth
