2023-12-20 10:59:43.832 Środkowoeuropejski czas stand. | INFO      Start scrapping model: abarth
2023-12-20 11:03:54.083 Środkowoeuropejski czas stand. | INFO      Start scrapping model: abarth
2023-12-20 11:03:55.284 Środkowoeuropejski czas stand. | INFO      Model has: 2 subpages
2023-12-20 11:03:55.288 Środkowoeuropejski czas stand. | INFO      Scrapping page: 1
2023-12-20 11:03:56.166 Środkowoeuropejski czas stand. | INFO      Found 32 links
2023-12-20 11:04:02.217 Środkowoeuropejski czas stand. | INFO      Scrapping page: 2
2023-12-20 11:04:03.294 Środkowoeuropejski czas stand. | INFO      Found 14 links
2023-12-20 11:04:06.426 Środkowoeuropejski czas stand. | INFO      End Scrapping model: abarth
2023-12-20 11:09:29.817 Środkowoeuropejski czas stand. | INFO      Start scrapping model: abarth
2023-12-20 11:09:31.080 Środkowoeuropejski czas stand. | INFO      Model has: 2 subpages
2023-12-20 11:09:31.084 Środkowoeuropejski czas stand. | INFO      Scrapping page: 1
2023-12-20 11:09:32.316 Środkowoeuropejski czas stand. | INFO      Found 32 links
2023-12-20 11:11:39.214 Środkowoeuropejski czas stand. | INFO      Start scrapping model: abarth
2023-12-20 11:11:40.488 Środkowoeuropejski czas stand. | INFO      Model has: 2 subpages
2023-12-20 11:11:40.493 Środkowoeuropejski czas stand. | INFO      Scrapping page: 1
2023-12-20 11:11:41.652 Środkowoeuropejski czas stand. | INFO      Found 32 links
2023-12-20 11:11:47.812 Środkowoeuropejski czas stand. | INFO      Scrapping page: 2
2023-12-20 11:11:48.789 Środkowoeuropejski czas stand. | INFO      Found 14 links
2023-12-20 11:11:52.107 Środkowoeuropejski czas stand. | INFO      End Scrapping model: abarth
